x_transformed,x_real,Operator_mean_real,Operator_std_real,Operator_upper_real,Operator_lower_real,Operator_weight_mean,Operator_weight_min,Operator_weight_max,Operator_iterations,Operator_between_variance_norm,Operator_within_variance_norm,Operator_within_variance_real
-1.1,0.07943282247242814,-0.031906765467756615,4.05431641241466e-06,-0.03189881915360635,-0.03191471178190688,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.0917835671342686,0.08094992067275816,-0.03195731620755922,3.972848290780052e-06,-0.03194952956799325,-0.03196510284712519,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.0835671342685371,0.08249599413606928,-0.03200452933401739,3.902241720991896e-06,-0.03199688108078527,-0.0320121775872495,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.0753507014028056,0.08407159626481406,-0.03204826154196771,3.843151656468993e-06,-0.0320407291031339,-0.032055793980801515,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.0671342685370742,0.08567729103095306,-0.03208836527453472,3.796119017639262e-06,-0.03208092501797912,-0.03209580553109032,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.058917835671343,0.08731365317782327,-0.03212468860184017,3.7615391544057087e-06,-0.0321173161205711,-0.032132061083109245,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.0507014028056114,0.0889812684258623,-0.03215707509758072,3.739633644933706e-06,-0.032149745550321275,-0.03216440464484017,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.04248496993988,0.09068073368226119,-0.03218536371433107,3.7304281980091656e-06,-0.03217805220941606,-0.03219267521924608,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.0342685370741485,0.09241265725462187,-0.032209428871107795,3.7335553616681064e-06,-0.03220211123706464,-0.03221674650515095,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
-1.026052104208417,0.09417765906869519,-0.03222938080699689,3.747389411745696e-06,-0.03222203605871382,-0.032236725555279955,0.16666666666666666,4.11488712042181e-07,0.9999899606248138,11,0.01114413498336883,5.9498417344625134e-08,1.5174426490474967e-11
