# DIAGNOSTIC_METADATA_START
# sample_id: -1.75V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR5)_Ru-7_CTAB_diaphram_20230613.cor_curve_43
# n_training: 361
# n_validation: 32999
# refitted_pct_within_1sig: 76.73130193905817
# refitted_pct_within_2sig: 96.67590027700831
# true_pct_within_1sig: 54.28952392496742
# true_pct_within_2sig: 85.77229613018577
# expected_1sig: 68.27
# expected_2sig: 95.45
# COORDINATE_SYSTEM: normalized_user_defined
# NOTE: data_type='training'  → refitted GPR (all data) predicted at training points  (plots 5,6)
# NOTE: data_type='validation' → train-only GPR predicted at held-out validation points (plot 7)
# NOTE: Calibration percentages in metadata header support plot 8
# DIAGNOSTIC_METADATA_END
data_type,x,y_observed,y_pred,y_std,standardized_residual
training,-1.0413926847239305,3.4221857385150445,3.4212979622055135,0.026489572893238996,0.03351417970223804
training,-0.7403626436761784,3.289836013821092,3.2909351961794755,0.026099288254663726,-0.04211541492804922
training,-0.5642713854167036,3.1763933926548473,3.175948846764685,0.025306133447568383,0.017566725052117302
training,-0.4393326492065069,3.062950771488603,3.063258733793436,0.024467208608112176,-0.012586736333796887
training,-0.3424226364373124,2.9495081503223584,2.9499520083954667,0.02377843955399551,-0.018666408711714374
training,-0.26324147016958316,2.8360655291561137,2.834674842167675,0.023239772938615698,0.05984081626477204
training,-0.19629466927833367,2.7131693562260155,2.7165775796792113,0.02281336283256624,-0.1493959248038148
training,-0.13830271385516993,2.5997267350597713,2.5972400573971814,0.02246899915185226,0.11067149162795119
training,-0.08715018483908442,2.476830562129673,2.473708606756042,0.022185324456848118,0.14072164532149456
training,-0.04139268902344594,2.3539343891995745,2.3473281320394515,0.021947474291212497,0.30100306952713207
training,4.3429451761979113e-10,2.2215846645056225,2.223250741065045,0.02174497236428591,-0.07661893167070688
training,0.03778852509629476,2.1081420433393783,2.1085171768624305,0.021570286419513456,-0.017391216510398315
training,0.07255060070155096,2.004152973936987,2.0069049525042786,0.02141788277036562,-0.12848975708515545
training,0.10473525779813121,1.9190710080623037,1.919718563886602,0.02128361215626617,-0.030425090276090624
training,0.13469845840406167,1.843442593951474,1.846472903273021,0.02116430539609861,-0.14318019186150524
training,0.16272716207923052,1.786721283368352,1.7859870463739658,0.02105749902803163,0.03486819540734141
training,0.18905636423471528,1.7299999727852295,1.7365793167261518,0.020961244784231697,-0.31388135472200296
training,0.2138799167203573,1.6921857657298145,1.6966045918842787,0.02087399111404072,-0.21169052478530884
training,0.23736098461884508,1.6638251104382535,1.6637246590577894,0.020794482241943937,0.004830674734397622
training,0.25963735417406414,1.6354644551466924,1.6354313465933188,0.02072168801586249,0.0015977729800994564
training,0.28082663048387096,1.616557351618985,1.6097192620772773,0.020654755849888188,0.33106610207828396
training,0.30102999588112844,1.5881966963274237,1.5852094922269733,0.02059297442266471,0.1450593792151135
training,0.3203351321847047,1.5598360410358627,1.5614124024671998,0.02053574542276386,-0.0767618311976893
training,0.3388185205612243,1.5409289375081552,1.5382373806835248,0.020482561715552253,0.13140723552396286
training,0.35654727158956123,1.5125682822165942,1.515600445615049,0.020432990347016393,-0.1483954786900732
training,0.3735805961817921,1.493661178688887,1.4935104453511607,0.02038665909356674,0.007393724312307144
training,0.3899709987527856,1.4747540751611792,1.4718674052758718,0.020343245721817803,0.1418981961183148
training,0.405765423907189,1.4558469716334719,1.450589667124186,0.020302469205289532,0.2589490189706202
training,0.4210053728081464,1.4274863163419107,1.4297602408043764,0.020264086379256148,-0.1122145064270931
training,0.4357286131501247,1.4085792128142032,1.4096200832474166,0.020227884195756246,-0.051457207189572876
training,0.4499690368491501,1.3887267541101105,1.3903275866945124,0.020193676694109503,-0.07927395296674626
training,0.463757306882672,1.3707650057587886,1.371953586758571,0.020161301712088256,-0.05895358399276715
training,0.4771212548644273,1.3546939677602372,1.3544990286175622,0.02013061745756549,0.00968371398033569
training,0.4900862192511698,1.3386229297616858,1.337925246746745,0.02010149709740782,0.034708012447487974
training,0.5026753345117149,1.321606536586749,1.3221963755675752,0.020073820801532333,-0.029383493243235564
training,0.5149097795505551,1.3074262089409685,1.3072893204142668,0.02004746675145703,0.006828220628370064
training,0.5268089920871273,1.2923005261188025,1.2931743903700832,0.02002230625062596,-0.0436445350489478
training,0.5383908544402874,1.2790655536494073,1.2798193589881275,0.019998212548443223,-0.03769363552491477
training,0.5496719776695437,1.2648852260036267,1.2671787787814726,0.019975095938735823,-0.11482061329758558
training,0.5606673497186143,1.252595608710617,1.2551909367123673,0.019952978055578902,-0.13007221185297943
training,0.5713912034556723,1.2421967017703779,1.2437616161452871,0.01993210132465388,-0.0785122622832739
training,0.5818566260341084,1.2336885051829096,1.232766949095703,0.01991305669689741,0.046278986526581946
training,0.5920757806323317,1.2261256637718267,1.2220769615185931,0.019896870906609604,0.20348436957191232
training,0.602059991436536,1.2157267568315875,1.2115928273226133,0.019884962598315813,0.20789224358586833
training,0.6118198190722909,1.204382494714963,1.2012769547095263,0.01987885455674667,0.15622328645492345
training,0.6213651277448329,1.1949289429511094,1.1911474516867808,0.019879552524022494,0.19022013904674204
training,0.6307051451582105,1.183584680834485,1.1812609172385333,0.019886599696277707,0.11685072459629867
training,0.6398485161256796,1.1722404187178603,1.1717054855337328,0.019897012954393254,0.026885099922545844
training,0.6488033506520177,1.160896156601236,1.1625823142231029,0.01990459747520873,-0.0847119674485198
training,0.6661775250956937,1.142934408249914,1.1459828928960782,0.019879173368209192,-0.1533506738114335
training,0.6746106836238943,1.1344262116624455,1.1386326210508575,0.01985017109659049,-0.2119079652640222
training,0.6828832009211713,1.127808725427748,1.1319577565421248,0.01982377928911508,-0.2092956662267427
training,0.6910010827957012,1.1240273047222065,1.1259465724699114,0.019805885031497102,-0.09690391189095143
training,0.6989700044228777,1.1183551736638944,1.1205585890708365,0.019798241981139237,-0.11129348746781983
training,0.7067953341780245,1.1145737529583528,1.115739559930566,0.019799230992824997,-0.05888142659416754
training,0.7144821553596744,1.1089016219000407,1.1114262912379358,0.01980460037567668,-0.1274789330386034
training,0.7294592971211946,1.0994480701361868,1.104040477784419,0.019806225010114302,-0.23186688138200745
training,0.736758529113831,1.0985027149598015,1.100821169746938,0.01980223633751366,-0.11708045171829898
training,0.7439371855287642,1.1003934253125722,1.097807300428194,0.019800455541106113,0.13060936229211342
training,0.750999032436079,1.1003934253125722,1.094911030395362,0.019801726282091366,0.27686449208633235
training,0.7647873024720089,1.0956666494306453,1.0892214948364862,0.019804242037224837,0.32544313230974364
training,0.77152067823958,1.0899945183723332,1.0863547629865322,0.019805301838320147,0.1837768188102507
training,0.7781512504560261,1.0843223873140209,1.083456822718832,0.0198085102600484,0.04369660208950836
training,0.7911162148448975,1.0777049010793234,1.077608256462029,0.019814638858686336,0.0048774351879845275
training,0.7974563867658965,1.0748688355501672,1.074683522696301,0.01981625941335075,0.009351555662732325
training,0.8098656330440158,1.066360638962699,1.0688931859675386,0.0198169729559893,-0.12779686371295795
training,0.8159398414987319,1.0625792182571574,1.066048193313478,0.01981670890476635,-0.17505303506683353
training,0.8278390522438411,1.0606885079043866,1.060464483360175,0.01981652698551745,0.011304934676231856
training,0.8336685898783576,1.0597431527280012,1.0577102195827037,0.01981658664279615,0.10258745220271272
training,0.8450980400762989,1.0540710216696891,1.052247515893573,0.01981528720949988,0.09202519991935729
training,0.8562343951978906,1.0493442457877622,1.0468422507127557,0.019808833544524937,0.1263070365426598
training,0.8616972856073907,1.0474535354349914,1.044168429595258,0.01980576891092728,0.16586610890599293
training,0.8724211408023791,1.0398906940239083,1.0389239634108158,0.019802090334630745,0.048819624184820026
training,0.8828866216412177,1.0332732077892108,1.033913740486486,0.019800794738806717,-0.03234883763452774
training,0.8880262559403108,1.0294917870836693,1.0315326854773703,0.01980246815258362,-0.10306282871756424
training,0.8981265725071949,1.0247650112017426,1.0270746553255474,0.019809698476682368,-0.11659158340367148
training,0.9079973166606513,1.020983590496201,1.0230633688792754,0.019815933373514092,-0.10495485291440883
training,0.9176486928979649,1.0181475249670449,1.0195154824486818,0.019817526870812743,-0.0690276583779455
training,0.9270902400979119,1.0143661042615033,1.0164189206654242,0.019814031740055568,-0.10360417407682418
training,0.9363309384669926,1.0115300387323471,1.0137428960231243,0.01980676994047449,-0.11172226901484872
training,0.945379058111795,1.010584683555962,1.011437533502191,0.01979773298623018,-0.04307816165186139
training,0.9542425094875798,1.0077486180268058,1.0094374260333838,0.019788959009021903,-0.08534092153477968
training,0.9629286800718261,1.005857907674035,1.0076720690997574,0.01978221319746465,-0.0917066962347856
training,0.9714445227275227,1.0039671973212643,1.0060640294078445,0.019778766976025514,-0.10601429697414348
training,0.9797966346378997,1.0049125524976497,1.004528231738037,0.019779150200227472,0.019430600090448207
training,0.9879911047481124,1.005857907674035,1.0029753501718914,0.01978286389610657,0.14570981748198458
training,0.9960338168105796,1.0049125524976497,1.001328541487892,0.019788166195222494,0.18111890491959723
training,1.0078254151071897,1.0030218421448789,0.9985810763671497,0.019792956898836596,0.22436090665938646
training,1.0155123186041553,1.000185776615723,0.9965370485499907,0.01979394652423961,0.1843355514187363
training,1.0230651169139389,0.9982950662629521,0.994331948896282,0.01979531888215819,0.20020477418131602
training,1.0341542032837752,0.99262293520464,0.9907995630692592,0.01979646727078446,0.09210593492411058
training,1.0413926851977064,0.9888415144990984,0.9883682073575188,0.01979650702496988,0.02390861875742536
training,1.0520291051137691,0.9812786730880154,0.9847410937924037,0.01979623050940091,-0.17490302940520627
training,1.0589780323362983,0.977497252382474,0.9824082025917118,0.019796167172531767,-0.24807580889923186
training,1.0691969241793284,0.9756065420297031,0.9791069313960884,0.01979625838219874,-0.17682075476701498
training,1.079181246083816,0.9765518972060886,0.9760535014317816,0.01979574992239674,0.025176907858662164
training,1.0857121780623007,0.9737158316769324,0.9741420829703836,0.019796737868784702,-0.021531390379733527
training,1.0953280405346588,0.9737158316769324,0.9714385922029222,0.019800636089503814,0.11500839933705824
training,1.104735257491023,0.9718251213241617,0.9689096681729383,0.019804885002732305,0.14720878894778866
training,1.113943352340244,0.9670983454422348,0.9665549216705429,0.01980849344082968,0.027433876815104764
training,1.122960259897516,0.9633169247366933,0.9644002705467021,0.019811632479358528,-0.054682308773357675
training,1.1317934375496832,0.962371569560308,0.9624750840574914,0.019814525340800093,-0.005224172412942581
training,1.1404508456739622,0.9614262143839226,0.9607982921349054,0.01981660864101224,0.03168666532319718
training,1.151731968905636,0.9576447936783812,0.958975022282719,0.019815436151905733,-0.067130926991825
training,1.1600045757628423,0.954808728149225,0.9579355998289891,0.01981249581628715,-0.15782320879590034
training,1.1681222489889835,0.954808728149225,0.9571798813115056,0.019810210683338637,-0.11969348474953095
training,1.178715429072926,0.9557540833256103,0.9565766717854254,0.019807783169581,-0.04152854706757342
training,1.1864941222752974,0.9529180177964544,0.9563830674715019,0.01980667186220954,-0.1749435584967918
training,1.196653342686996,0.9538633729728396,0.9563919328977176,0.019806811378214443,-0.12766112948866917
training,1.2041199826830682,0.9585901488547665,0.9565288136266606,0.019808169074745828,0.10406490422819502
training,1.2138799164814953,0.962371569560308,0.9567745182600544,0.01981060421271074,0.2825280446726415
training,1.223425067068386,0.962371569560308,0.9570030047880455,0.019811045333843574,0.27098846399551096
training,1.2327651872316354,0.9604808592075373,0.9571861151357343,0.01980886732534895,0.1663267263622993
training,1.2419086566677127,0.9576447936783812,0.9573571086281485,0.01980503711544868,0.014525852544638675
training,1.250863341906859,0.954808728149225,0.9575791853994043,0.019801127601926073,-0.13991411458398104
