# METADATA_START
# sample_id: -1.95V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BVR5)_Ru-8_CTAB_diaphram_20230510.cor_curve_43
# index_id: 88
# group_key: potential=-1.95
# group_flags: {"potential": -1.95}
# x_scaling_method: log_log10
# x_scaling_params: {"shift": 1e-09, "base": "log10"}
# y_scaling_method: middle_average
# y_scaling_params: {"factor": -0.014152984848484849, "start_fraction": 0.5, "end_fraction": 0.9}
# physical_scale_factor: -0.014152984848484849
# statistical_scaler_mean: 1.1562589383545459
# statistical_scaler_std: 0.3551657337867707
# validation_mae: 0.023147055012031965
# validation_rmse: 0.03135004557127282
# hyperparams_str: 2.37**2 * Matern(length_scale=0.8, nu=1.5) + WhiteKernel(noise_level=0.00367)
# hyperparams: {"k1": "2.37**2 * Matern(length_scale=0.8, nu=1.5)", "k2": "WhiteKernel(noise_level=0.00367)", "k1__k1": "2.37**2", "k1__k2": "Matern(length_scale=0.8, nu=1.5)", "k1__k1__constant_value": 5.622957020563088, "k1__k1__constant_value_bounds": [0.01, 10000.0], "k1__k2__length_scale": 0.8003001162467455, "k1__k2__length_scale_bounds": [0.01, 1000.0], "k1__k2__nu": 1.5, "k2__noise_level": 0.0036701575945267467, "k2__noise_level_bounds": [1e-12, 10.0], "log_marginal_likelihood": 364.75328451959376}
# num_prediction_points: 500
# GRID_TYPE: shared_regulated
# grid_x_min: -1.0
# grid_x_max: 3.69897
# COORDINATE_SYSTEM: normalized_user_defined
# x_pred_units: transformed (as per x_scaling_method)
# y_pred_units: normalized (as per y_scaling_method, e.g., I/I_mid)
# y_std_units: normalized (as per y_scaling_method)
# NOTE: To get original units, multiply y by physical_scale_factor
# NOTE: All curves in the same group share the same x_pred grid (J_R)
# METADATA_END
x_pred_transformed,x_pred_original,y_pred_normalized,y_std_normalized
-1.0,0.099999999,3.200046856438309,0.05515259775046414
-0.9905832264529059,0.102191969523999,3.200132403500489,0.06239990017720867
-0.9811664529058116,0.10443198739577886,3.199674690157775,0.06917035416809475
-0.9717496793587175,0.10672110579904039,3.198705071924509,0.07533569830771371
-0.9623329058116232,0.10906040100296088,3.1972541076113,0.0808218106519487
-0.9529161322645291,0.11145097286822062,3.1953515853063617,0.0855846206893407
-0.9434993587174348,0.11389394536412188,3.1930265477917668,0.08959801282538375
-0.9340825851703407,0.11639046709704268,3.1903073174108134,0.09284742352496043
-0.9246658116232465,0.11894171185047435,3.1872215204022325,0.09532629809961408
-0.9152490380761523,0.1215488791368963,3.1837961107168224,0.09703406808150956
-0.9058322645290581,0.12421319476174798,3.1800573933317002,0.09797498547753693
-0.8964154909819639,0.12693591139976268,3.176031047076953,0.09815747195627428
-0.8869987174348697,0.12971830918393473,3.1717421469893208,0.09759380349843905
-0.8775819438877756,0.13256169630739617,3.167215186207448,0.09630003921422421
-0.8681651703406814,0.13546740963848708,3.162474097422138,0.09429615646757396
-0.8587483967935872,0.13843681534930746,3.1575422738961585,0.09160639351071442
-0.8493316232464929,0.14147130955804696,3.152442590066273,0.08825983831683613
-0.8399148496993988,0.14457231898539444,3.147197421741382,0.0842913496602941
-0.8304980761523046,0.14774130162533583,3.1418286659093178,0.07974296885521141
-0.8210813026052104,0.1509797474306554,3.1363577601652626,0.07466610332855234
-0.8116645290581161,0.15428917901346326,3.130805701774252,0.06912498356466408
-0.802247755511022,0.15767115236107815,3.1251930663799246,0.06320230287553882
-0.7928309819639279,0.16112725756760227,3.1195400263717445,0.05700871042358061
-0.7834142084168336,0.16465911958153182,3.1138663689223582,0.050699197449032195
-0.7739974348697395,0.16826839896975498,3.1081915137069887,0.044501506281502484
