# DIAGNOSTIC_METADATA_START
# sample_id: -1.95V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BVR2)_Ru-7R_CTAB_diaphram_20230504.cor_curve_43
# n_training: 294
# n_validation: 2525
# refitted_pct_within_1sig: 89.45578231292517
# refitted_pct_within_2sig: 95.91836734693877
# true_pct_within_1sig: 88.95049504950495
# true_pct_within_2sig: 95.12871287128712
# expected_1sig: 68.27
# expected_2sig: 95.45
# COORDINATE_SYSTEM: normalized_user_defined
# NOTE: data_type='training'  → refitted GPR (all data) predicted at training points  (plots 5,6)
# NOTE: data_type='validation' → train-only GPR predicted at held-out validation points (plot 7)
# NOTE: Calibration percentages in metadata header support plot 8
# DIAGNOSTIC_METADATA_END
data_type,x,y_observed,y_pred,y_std,standardized_residual
training,-1.0413926847239305,1.2149705759050893,1.165271074069667,0.13608844933424633,0.36520000074977343
training,-0.7403626436761784,1.2319449095824306,1.1773263409304713,0.13608831087320591,0.4013465099343695
training,-0.5642713854167036,1.260017846048803,1.1986368115475659,0.13608244170665162,0.451057709476204
training,-0.4393326492065069,1.325303744807808,1.2479092524419257,0.13604077573681106,0.5689065788533983
training,-0.3424226364373124,1.3187751549319076,1.2492482053290592,0.13590828934492508,0.5115725456247696
training,-0.26324147016958316,1.3057179751801065,1.245599974435288,0.1356410643429161,0.4432138673618189
training,-0.19629466927833367,1.2926607954283056,1.2389585262095215,0.13522945156291977,0.3971196256318871
training,-0.13830271385516993,1.253489256172902,1.217381641727726,0.1346902862924693,0.2680788304211001
training,-0.08715018483908442,1.2665464359247034,1.226825254263745,0.13405225174185004,0.29631118549071445
training,-0.04139268902344594,1.2665464359247034,1.2297419660169702,0.13334603817275734,0.27600722439500025
training,4.3429451761979113e-10,1.253489256172902,1.2235533388776636,0.13259935422144123,0.22576216489462844
training,0.03778852509629476,1.2469606662970016,1.2154480023073022,0.13183494502715137,0.23903119130748135
training,0.07255060070155096,1.214317716917499,1.19000892042811,0.1310702324486524,0.18546389990088588
training,0.10473525779813121,1.1686175877861953,1.1651539834749778,0.13031778614912298,0.026578139568733002
training,0.13469845840406167,1.1947319472897975,1.1734304272247078,0.12958616070293955,0.16438113401231705
training,0.16272716207923052,1.1947319472897975,1.1772183165085761,0.12888083222330077,0.1358901123270836
training,0.18905636423471528,1.188203357413897,1.1711981736059385,0.12820476051696025,0.13264081400818858
training,0.2138799167203573,1.1686175877861953,1.1608082570238096,0.12755936383885141,0.06122114850093831
training,0.23736098461884508,1.1686175877861953,1.1575454157063558,0.12694500980717807,0.08722022305512764
training,0.25963735417406414,1.1686175877861953,1.157713382915811,0.12636112000589744,0.08629398711602053
training,0.28082663048387096,1.1686175877861953,1.158274303924605,0.12580668285692376,0.08221569489382187
training,0.30102999588112844,1.1686175877861953,1.1588124188912594,0.12528039426477477,0.07826578887025605
training,0.3203351321847047,1.1686175877861953,1.159758419975845,0.1247807940412032,0.07099784763611225
training,0.3388185205612243,1.1686175877861953,1.1616356379371766,0.12430635897604221,0.056167278173979755
training,0.35654727158956123,1.1751461776620957,1.1626049171275286,0.12385556438341938,0.10125714243744029
training,0.3735805961817921,1.1686175877861953,1.1559843238922192,0.12342692943173587,0.1023541940312776
training,0.3899709987527856,1.1555604080343944,1.1385207569930373,0.12301906391167951,0.13851228001327762
training,0.405765423907189,1.1098602789030907,1.1136641214186365,0.12263052797350507,-0.0310187240918162
training,0.4210053728081464,1.090274509275389,1.0955489815909842,0.12226006398257769,-0.04314141625210326
training,0.4357286131501247,1.090274509275389,1.0873545639158833,0.12190656936218307,0.023952321621284616
training,0.4499690368491501,1.0837459193994885,1.0829877739057592,0.1215689117845553,0.0062363435024348655
training,0.463757306882672,1.0837459193994885,1.0774332245142717,0.12124606498103772,0.05206515263812937
training,0.4771212548644273,1.0837459193994885,1.0655387702627022,0.12093708464495813,0.150550587317224
training,0.4900862192511698,1.0380457902681848,1.0483837168150272,0.12064109773048966,-0.08569158216189322
training,0.5026753345117149,1.0119314307645826,1.0401639801852283,0.12035729728981323,-0.2345728097333899
training,0.5149097795505551,1.0576315598958863,1.0457732428162367,0.12008493867697045,0.09874941187815076
training,0.5268089920871273,1.0576315598958863,1.0527596378721753,0.11982334003986958,0.04065920727985065
training,0.5383908544402874,1.0576315598958863,1.0564172591389989,0.11957187612028973,0.010155404391667417
training,0.5496719776695437,1.0576315598958863,1.0571793634284785,0.11932990457848798,0.0037894647500654045
training,0.5606673497186143,1.0576315598958863,1.0555934671977854,0.11909688596632344,0.017112896612309168
training,0.5713912034556723,1.0511029700199856,1.0516030955004512,0.1188723599958926,-0.004207247841820207
training,0.5818566260341084,1.0511029700199856,1.0451394232898255,0.11865584607324889,0.05025919010726912
training,0.5920757806323317,1.0380457902681848,1.0358847891660927,0.11844690171868934,0.018244471310866112
training,0.602059991436536,1.018460020640483,1.0258614086949267,0.11824512092608605,-0.06259360208875647
training,0.6118198190722909,1.0119314307645826,1.0178369299102425,0.11805012709143493,-0.05002535182434294
training,0.6213651277448329,1.0119314307645826,1.011919508123681,0.11786156979851045,0.00010115800181457873
training,0.6307051451582105,1.0054028408886821,1.0065182790121343,0.11767912394987971,-0.009478640603913483
training,0.6398485161256796,0.9988742510127815,1.0006408788579417,0.1175024897829278,-0.015034812002029906
training,0.6488033506520177,0.9923456611368809,0.9936899319457825,0.11733138471373519,-0.011457043748657546
training,0.6575773627027846,0.9858170712609805,0.9850448960531846,0.11716551157897302,0.006590465033017995
training,0.6661775250956937,0.9792884813850798,0.9742453808126923,0.11700462539905558,0.0431017197044766
training,0.6746106836238943,0.9642727246705087,0.9619271289609771,0.11684851852994523,0.020073816399504778
training,0.6828832009211713,0.9401169421296767,0.951094937966281,0.11669696920771201,-0.09407267302424122
training,0.6910010827957012,0.9153083006012547,0.9463161737822338,0.11654976678348068,-0.26604835007502725
training,0.6989700044228777,0.9394640831420866,0.9499392143207077,0.11640671607796295,-0.08998734370795819
training,0.7067953341780245,0.9616612887201484,0.9586786548811929,0.11626763493478899,0.02565317371479291
training,0.7144821553596744,0.9740656094843594,0.9679806470062574,0.1161323526549655,0.05239678981567691
training,0.7220352860235701,0.9753713274595396,0.9753295449806368,0.11600070976252244,0.00036019157945032637
training,0.7294592971211946,0.97994134037267,0.9803563846371539,0.1158725570737437,-0.003581903037330722
training,0.736758529113831,0.9832056353106202,0.9833283706045122,0.11574774934286129,-0.0010603687284005412
training,0.7439371855287642,0.9832056353106202,0.9846840611295661,0.1156261320312989,-0.012786260265690104
training,0.750999032436079,0.9832056353106202,0.9850120308972254,0.11550758853617256,-0.015638761123262953
training,0.757947885051875,0.9825527763230301,0.9848778859687163,0.11539205430051121,-0.020149651184959906
training,0.7647873024720089,0.98059419936026,0.9847801151321042,0.11527951958638472,-0.036311009824050416
training,0.77152067823958,0.9818999173354401,0.9850734356229995,0.11516999401521932,-0.02755507901115745
training,0.7781512504560261,0.9838584942982103,0.9857886895946075,0.11506321713998144,-0.016775085406933777
training,0.7846821111318962,0.9838584942982103,0.9867883067552515,0.11495823440895712,-0.02548588597898996
training,0.7911162148448975,0.9864699302485705,0.9879231501391779,0.1148546373481347,-0.01265268797930385
training,0.7974563867658965,0.9877756482237505,0.9889626572131083,0.11476120892642194,-0.010343294562925542
training,0.8037053301074498,0.9890813661989307,0.9897158593550006,0.11472060692197207,-0.005530768817744928
training,0.8098656330440158,0.9884285072113407,0.9900788701253025,0.11484513200979073,-0.014370334063302589
training,0.8159398414987319,0.9884285072113407,0.9900424891491637,0.11530139986352692,-0.013997938779005077
training,0.8219301988246298,0.9884285072113407,0.9895822169061774,0.11609373822307426,-0.009937742650909541
training,0.8336685898783576,0.9845113532858003,0.9871969905884751,0.11590964856207095,-0.023170092685766308
training,0.8394209128998258,0.9838584942982103,0.9853093672905451,0.11503061226630783,-0.012612929397564213
training,0.8450980400762989,0.9825527763230301,0.9829339932365677,0.11464013190131525,-0.003325335612255561
training,0.8507019120256241,0.9818999173354401,0.9800003136967209,0.11484910481063479,0.016539995154488285
training,0.8562343951978906,0.9825527763230301,0.9765692442236792,0.11549027765819647,0.051809833827559715
training,0.8670923123327613,0.9766770454347197,0.9707497786821401,0.11566199483463355,0.05124645097060098
training,0.8724211408023791,0.9740656094843594,0.971072070631309,0.11534427689823058,0.02595307657176912
training,0.8776854334377233,0.9714541735339993,0.9764841842088214,0.11548630018994928,-0.04355504213221277
training,0.8880262559403108,0.9688427375836391,1.015636094450196,0.11534758185800753,-0.40567262938890336
training,0.8931057762407636,0.968189878596049,1.0567909788551015,0.11508847916941185,-0.7698520375062502
training,0.8981265725071949,0.967537019608459,1.114486149693142,0.11530116871460634,-1.2744808365382982
training,0.9079973166606513,1.4167040030704157,1.2482450793816857,0.11564658979677397,1.456670048283276
training,0.9128498146831917,1.423232592946316,1.2968055687265632,0.11566241633445051,1.093069193236189
training,0.9223951233568876,1.3775324638150124,1.336478338015411,0.11556398296548809,0.3552501801217484
training,0.9270902400979119,1.3514181043114102,1.334376606117165,0.11548376498836414,0.14756618110957603
training,0.9363309384669926,1.3057179751801065,1.3053482499212947,0.11533616103915048,0.0032056317390837387
training,0.9408785615028087,1.2796036156765043,1.2851801165268386,0.11525723125799305,-0.04838308871929722
training,0.9498333950145935,1.2339034865452008,1.2443666721113635,0.11512625069449478,-0.09088444637044593
training,0.9542425094875798,1.214317716917499,1.2260809180767496,0.11507724251452196,-0.10222004709179679
training,0.9629286800718261,1.201260537165698,1.1949061891196275,0.11512481630412985,0.05519529363473045
training,0.9672074738771609,1.188203357413897,1.1810194473928872,0.11525166711989784,0.06233237396299931
