x_transformed,x_real,y_real,y_normalised,Std_real,Upper_CI_real,Lower_CI_real,Std_normalised,Upper_CI_normalised,Lower_CI_normalised
-1.1,0.07943282247242814,-0.03344499625964187,1.9678147221896438,0.0034589853876146257,-0.026665509476866883,-0.04022448304241685,0.12902135894760813,-0.029127930014687334,-0.0377620625045964
-1.0917835671342686,0.08094992067275816,-0.033512461751191255,1.9718520003340032,0.003430477524845363,-0.026788849352720235,-0.04023607414966227,0.12656591236250195,-0.029277554969253657,-0.03774736853312885
-1.0835671342685371,0.08249599413606928,-0.03357572897470465,1.9756382811228286,0.0034059576658957203,-0.02690017461668093,-0.04025128333272837,0.12446942901078925,-0.029410970713791878,-0.03774048723561742
-1.0753507014028056,0.08407159626481406,-0.03363456930549491,1.979159561837204,0.0033856040020750025,-0.026998907395513236,-0.040270231215476585,0.12275393021092347,-0.029527211788323862,-0.03774192682266596
-1.0671342685370742,0.08567729103095306,-0.03368874526199893,1.982401278708616,0.003369568115344489,-0.027084513112469222,-0.04029297741152863,0.1214370630962857,-0.029625450236620436,-0.03775204028737742
-1.058917835671343,0.08731365317782327,-0.0337380101868801,1.9853482858567313,0.0033579701227069024,-0.027156509685213027,-0.040319510688547174,0.12053097872877942,-0.02970503282572363,-0.03777098754803657
-1.0507014028056114,0.0889812684258623,-0.033782107916675734,1.9879848334360108,0.0033508940595701024,-0.02721447624390912,-0.04034973958944235,0.12004136581978804,-0.029765513047377522,-0.03779870278597395
-1.04248496993988,0.09068073368226119,-0.03382077243957503,1.9902945449612361,0.0033483836719141783,-0.027258061036201257,-0.0403834838429488,0.11996674017006766,-0.029806674551211162,-0.03783487032793889
-1.0342685370741485,0.09241265725462187,-0.03385379204001067,1.9922643670387394,0.003350358050915355,-0.02728721092490276,-0.04042037315511858,0.12029157691594884,-0.02982882508498836,-0.03787875899503298
-1.026052104208417,0.09417765906869519,-0.03388133053857929,1.9939043570369446,0.00335622526598414,-0.027303249893247016,-0.040459411183911574,0.12095622672630722,-0.02983412434127634,-0.03792853673588224
-1.0178356713426857,0.09597637089027737,-0.033903684416543754,1.9952327221755386,0.003365232110594399,-0.02730795068016102,-0.040499418152926486,0.12188748881920555,-0.02982531810606846,-0.03798205072701905
