x_transformed,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7
-1.1,1.3266191095899245,1.349184463575061,1.3814353156011678,1.4137058807932743,1.42703344063433,1.4283904535405596,1.4284297357668754
-1.0917835671342686,1.3319948790670955,1.3542185093312273,1.3859809630292075,1.4177628313622421,1.4308885621806375,1.432225024844222,1.432263712190947
-1.0835671342685371,1.3372082814673354,1.3590707269866107,1.3903169682747112,1.421582308665709,1.434494716382507,1.4358094584756707,1.4358475170646594
-1.0753507014028056,1.3421831362885195,1.3636783172953337,1.39439965684896,1.4251397746620211,1.4378352684420583,1.4391279243457593,1.439165343593229
-1.0671342685370742,1.3468256635861433,1.3679646013074365,1.3981767908829943,1.4284074475027044,1.4408925367081495,1.4421637692060167,1.4422005682979429
-1.058917835671343,1.3510211271800243,1.3718363934077589,1.4015859852571437,1.43135376139022,1.443647683587956,1.4448994514501508,1.44493568708817
-1.0507014028056114,1.3546298986893126,1.3751809217342081,1.4045528519792474,1.4339427356642815,1.4460805904307596,1.4473164674981667,1.4473522431362889
-1.04248496993988,1.3574828482944263,1.377862222454255,1.406988828704094,1.4361332384409085,1.4481697138632432,1.449395268480024,1.4494307453082822
-1.0342685370741485,1.3594282591366706,1.3797587000988152,1.408815370050792,1.4378898007415448,1.4498973752159583,1.4511199871365665,1.4511553787809208
-1.026052104208417,1.3605883154583103,1.380968058075898,1.4100951909328832,1.4392401275987299,1.4512768206397573,1.4525023974144855,1.4525378748841626
-1.0178356713426857,1.3611648303072355,1.3816520840808582,1.4109328740170421,1.44023156168418,1.45233175301407,1.4535637951882068,1.4535994598154869
-1.009619238476954,1.3613291198952768,1.3819485982000823,1.411418366061993,1.4409061471666347,1.4530844330104844,1.4543244267725044,1.4543603215789327
-1.0014028056112223,1.3612267055254543,1.3819751278031567,1.411629184951745,1.4413013679889346,1.4535558107818867,1.4548035588488257,1.4548396781235398
-0.993186372745491,1.3609814954085089,1.3818321792417083,1.4116323906361583,1.4414508172552338,1.4537656578155433,1.4550195555866132,1.455055852880319
-0.9849699398797596,1.360699352716551,1.3816060299017472,1.411486268106806,1.4413847704524638,1.4537326818323104,1.4549899468761196,1.455026341644189
-0.9767535070140282,1.360471130891435,1.3813711039087482,1.4112417603839347,1.4411306751429371,1.453474626904038,1.4547314887792397,1.4547678718765578
-0.9685370741482968,1.3603752452085223,1.3811919853963532,1.4109436838587783,1.4407135678925511,1.4530083606412831,1.4542602171430303,1.454296455346949
-0.9603206412825652,1.3604798389717754,1.3811251149488684,1.4106317533563115,1.4401564275434149,1.452349950020441,1.453591495177324,1.453627434892864
-0.952104208416834,1.3608445932687911,1.3812202074468733,1.4103414398561331,1.4394804724676362,1.451514727167807,1.4527400556705297,1.4527755259533355
-0.9438877755511024,1.3615222207515747,1.3815214229335777,1.4101046798431225,1.438705408120177,1.4505173461925682,1.4517200384035192,1.4517548534206806
-0.9356713426853708,1.3625596762565089,1.3820683161410394,1.4099504516732821,1.4378496300162302,1.4493718319568665,1.4505450232182902,1.4505789842546455
-0.9274549098196394,1.3639991100760946,1.3828965848458015,1.4099052310592117,1.436930386167512,1.4480916214844497,1.4492280591035773,1.4492609562112935
-0.919238476953908,1.3658785831988922,1.3840386321482905,1.4099933347352602,1.4359639019995458,1.4466895985363262,1.4477816895719169,1.4478133029537945
-0.9110220440881764,1.3682325577053063,1.3855239529820866,1.4102371584901277,1.4349654698168355,1.4451781217184378,1.4462179745198946,1.4462480757318243
-0.902805611222445,1.3710921696146876,1.3873793505558194,1.4106573129933184,1.4339495039646029,1.4435690463293278,1.4445485086837748,1.4445768617390027
-0.8945891783567136,1.3744852856971161,1.3896289839130622,1.4112726581320532,1.4329295619346338,1.4418737400016322,1.4427844367246094,1.4428107991818955
-0.8863727454909821,1.3784363399662942,1.392294243266646,1.4121002338585127,1.4319183307593848,1.440103092036724,1.4409364648986898,1.4409605890180839
-0.8781563126252506,1.382965939632447,1.3953934451250138,1.413155082764663,1.4309275771131809,1.4382675161735796,1.4390148691890368,1.4390365032428887
-0.8699398797595191,1.3880902240871684,1.3989413343789632,1.4144499566930717,1.4299680585721182,1.4363769463675877,1.4370294996899324,1.4370483895230166
-0.8617234468937878,1.3938199538808278,1.4029483753519254,1.4159948965937472,1.4290493924539993,1.4344408249788585,1.4349897809472847,1.4350056718886972
-0.8535070140280563,1.4001592994944332,1.4074198082240903,1.4177966714821926,1.4281798775441314,1.432468082578927,1.4329047078611372,1.4329173471021293
-0.8452905811623248,1.4071042918471104,1.412354441099395,1.4198580586700271,1.4273662627879742,1.4304671083754346,1.4307828366507223,1.4307919762171237
-0.8370741482965933,1.414640887748906,1.4177431411628567,1.4221769433476896,1.426613455671107,1.4284457100219043,1.428632270264828,1.42863767073055
-0.8288577154308618,1.4227425937200744,1.4235669807283418,1.4247452110115177,1.425924161481842,1.4264110613191816,1.426460637488502,1.4264620725981418
-0.8206412825651304,1.4313675805446864,1.4297949853413514,1.4275474010476095,1.4252984429296274,1.424369636020947,1.4242750648483165,1.4242723272426614
-0.8124248496993989,1.4404552083755489,1.4363814212959878,1.430559083903216,1.4247331876369165,1.4223271256217436,1.4220821402495734,1.4220750485183238
-0.8042084168336675,1.4499218678962542,1.443262548744545,1.4337449175698755,1.4242214687925234,1.4202883386252079,1.419887867086338,1.4198762744083682
-0.795991983967936,1.4596560266773397,1.4503527537899479,1.4370563314316993,1.4237517817042598,1.4182570783547772,1.4176976073450742,1.4176814120187664
-0.7877755511022045,1.4695123510988295,1.4575399582912256,1.4404287767387103,1.4233071360652352,1.416235995870002,1.4155160119703887,1.4154951701859384
-0.7795591182364732,1.4793047526659158,1.4646801892796857,1.4437784728684835,1.4228639803915526,1.41422641397856,1.413346936471752,1.4133214777349166
-0.7713426853707417,1.4887981827786567,1.4715911705350084,1.4469985669336274,1.4223909312308696,1.412228117675449,1.4111933394172544,1.4111633851010221
-0.7631262525050102,1.4976989715282003,1.4780447766138547,1.449954610942519,1.421847275303135,1.410239105583251,1.4090571610776212,1.4090229466561155
-0.7549098196392787,1.5056434733067536,1.4837581640099535,1.4524792453569781,1.421181207627236,1.408255296095547,1.4069391790431778,1.4069010806524611
-0.7466933867735472,1.512184744278811,1.4883833646403932,1.454365960205195,1.4203277628080018,1.4062701809220872,1.4048388371294447,1.4047974032045794
-0.7384769539078158,1.5167798260675103,1.4914973491849,1.4553631311561643,1.4192068262741053,1.4042744780465948,1.4027540654949566,1.402710053245941
-0.7302605210420843,1.5192027712461025,1.4929241561194817,1.455366237530751,1.417785361859115,1.4022646739997175,1.4006843566730691,1.4006386103263757
-0.7220440881763528,1.5199952000869967,1.4930863071672238,1.4546275830402469,1.4161453512176525,1.4002524083956138,1.3986341880473514,1.3985873445002805
-0.7138276553106214,1.5196986365498049,1.4924060649153792,1.4533989795501971,1.4143680513064354,1.3982484999839213,1.3966072063451636,1.396559694882397
-0.7056112224448899,1.5187609131228497,1.4912324503787593,1.4518882247552372,1.4125199501779013,1.3962610767387431,1.3946055973140903,1.3945576752072915
-0.6973947895791585,1.517549558372271,1.4898517011670445,1.4502653736157736,1.4106548491271418,1.3942959278527483,1.3926302615517823,1.3925820445596668
-0.6891783567134271,1.5163629168537094,1.4884959579982546,1.4486679470103985,1.408815591357435,1.39235679518792,1.3906809596194136,1.390632448251712
-0.6809619238476956,1.5154392526572436,1.4873503758631186,1.447205195350393,1.4070354763043325,1.39044561085891,1.3887564298092248,1.3887075321222708
-0.6727454909819641,1.5149640427770779,1.486558820926854,1.4459615137778628,1.4053393917354757,1.3885626864262355,1.386854481330917,1.386805032944067
-0.6645290581162326,1.5150756255649704,1.4862282822762425,1.4449990863875417,1.403744689366731,1.3867068580883366,1.3849720651318853,1.3849218470910596
-0.6563126252505012,1.5158693319176655,1.486432098237955,1.444359819288216,1.4022618238762197,1.3848755912613933,1.3831053240609148,1.3830540791269215
-0.6480961923847697,1.5174001918039544,1.4872120696153606,1.444066605897324,1.4008947697384073,1.3830650470040509,1.3812496236142051,1.3811970715182516
-0.6398797595190382,1.5196842755445747,1.4885795062593687,1.4441239523077607,1.3996412251294135,1.3812701118615305,1.3793995640565577,1.3793454162427297
-0.6316633266533067,1.5226986972411924,1.4905152283754979,1.4445179755622686,1.398492607166869,1.37948439185224,1.3775489742803833,1.377492948644427
-0.6234468937875753,1.5263802762543057,1.4929685193627187,1.4452157729111184,1.3974338378409679,1.3777001704825589,1.375690887342061,1.3756327234773735
-0.6152304609218439,1.530622821008368,1.4958550022751398,1.4461641453103247,1.3964429150669622,1.3759083298344286,1.373817497190122,1.3737569726654515
-0.6070140280561124,1.535272967007797,1.4990533866892473,1.44728764323711,1.3954902582428235,1.3740982329091478,1.3719200956646413,1.3718570438839308
-0.5987975951903809,1.5401244671159575,1.502401006328339,1.448485887045234,1.3945378124251526,1.3722575645110333,1.3699889883925211,1.3699233186261595
-0.5905811623246495,1.5449107961895707,1.5056880397022445,1.4496300972315883,1.3935378896343982,1.3703721269984421,1.368013387720243,1.3679451079494902
-0.582364729458918,1.5492958933409104,1.5086502756920908,1.4505587517937626,1.3924317197528022,1.3684255861974355,1.3659812803040974,1.3659105235877493
-0.5741482965931866,1.5528628226323309,1.510960252831771,1.4510722679571875,1.3911476768625195,1.366399161644064,1.3638792664072772,1.3638063215631062
-0.5659318637274551,1.555100086035277,1.5122165643404828,1.4509265835385805,1.389599139553856,1.364271254072465,1.3616923673223278,1.361617714817185
-0.5577154308617236,1.555505037460575,1.5120249146841187,1.4498822597687955,1.3877016204780215,1.3620213701889556,1.3594066056339227,1.3593309145535053
-0.5494989979959922,1.5543411779186984,1.5105914705187784,1.448063519906097,1.3854973494079683,1.3596578769235046,1.357026900355418,1.3569507399766154
-0.5412825651302607,1.552155052296408,1.5083443482390793,1.4457292199923366,1.38307581857327,1.3572003202147052,1.3545656754900546,1.3544894089270325
-0.5330661322645293,1.5493923844379525,1.5056328317751224,1.443090810117179,1.3805105599729355,1.3546652726747237,1.3520337040419683,1.3519575265243322
-0.5248496993987978,1.546409712786568,1.5027364601333688,1.4403177801629654,1.3778609470982282,1.352066630351748,1.349440251543489,1.3493642242586614
-0.5166332665330663,1.5434854106270277,1.4998736384028786,1.437542827482573,1.3751739171774346,1.349415912030487,1.3467932304713717,1.346717310212923
-0.5084168336673349,1.5408283983046385,1.4972084455374146,1.4348659428224946,1.3724853335761926,1.3467224968330984,1.3440993233205867,1.3440233888212827
-0.5002004008016034,1.5385847471661198,1.494855794966115,1.4323575080973163,1.3698210194748797,1.3439938054362206,1.341364077023788,1.3412879527760586
-0.4919839679358719,1.5368423271708864,1.4928850667439408,1.4300604772233751,1.3671974864983685,1.341235428948778,1.3385919707623406,1.338515449071015
-0.4837675350701405,1.5356336054048703,1.4913222950183314,1.4279916902646694,1.3646223750073805,1.3384512083063755,1.3357864586141661,1.3357093205854833
-0.475551102204409,1.5349366601894046,1.4901509613542734,1.4261423512093139,1.3620946161334495,1.33564326590682,1.3329499879119864,1.3328720240582617
-0.4673346693386775,1.5346744342529774,1.489311412253088,1.424477680376375,1.3596043192173783,1.3328119901153006,1.3300839936318427,1.3300050247622326
-0.4591182364729461,1.5347122096862689,1.4886988873662086,1.4229357333580201,1.3571323819630914,1.3299559721841745,1.327188868584206,1.3271087676585966
-0.4509018036072146,1.534853246302849,1.488160112797258,1.4214253591427846,1.3546498142163275,1.3270718940395787,1.32426390862791,1.3241826242731882
-0.4426853707414832,1.5348324827442434,1.4874883808515142,1.4198232502509889,1.3521167596903985,1.3241543642627878,1.321307231559059,1.3212248139853537
-0.4344689378757517,1.534337149014632,1.486439663748993,1.417983626642629,1.3494857461386998,1.3211965111666109,1.318316099641747,1.3182327187270317
-0.4262525050100202,1.53341694251647,1.48505320129508,1.4159307819176847,1.3467661118200192,1.3182014965390008,1.3152930457753116,1.3152088531927635
-0.4180360721442888,1.532389226181626,1.4835774063687397,1.4138145841702798,1.344009119808647,1.3151798601420102,1.3122444632718222,1.3121594906649656
-0.4098196392785573,1.5315050090283322,1.4822088010016619,1.4117536815489145,1.3412554967698886,1.31214014751167,1.3091756209828842,1.3090898051431912
-0.4016032064128259,1.5309468733265061,1.4810903946508158,1.4098345252604418,1.338535101089544,1.3090888445206352,1.3060906249905249,1.3060038338203122
-0.3933867735470944,1.5308343024968323,1.480315847332287,1.4081138679982854,1.3358677555789646,1.3060305221490502,1.302992493332563,1.3029045497802394
-0.3851703406813629,1.5312270344954504,1.4799320900993438,1.4066203369358046,1.33326377234345,1.3029679284832987,1.2998832039265418,1.2997939086460009
