x_transformed,x_real,y_real,y_normalised,Std_real,Upper_CI_real,Lower_CI_real,Std_normalised,Upper_CI_normalised,Lower_CI_normalised
-1.1,0.07943282247242814,-0.031208961018229217,1.8405834728489114,0.002649550980274216,-0.02601593652168896,-0.036401985514769475,0.10092632664208946,-0.027846902121113664,-0.03457101991534477
-1.0917835671342686,0.08094992067275816,-0.03129874606614249,1.846059317088302,0.002588358203831665,-0.02622565720754364,-0.03637183492474134,0.09631523151350599,-0.02809029202039022,-0.03450720011189476
-1.0835671342685371,0.08249599413606928,-0.03138342831631973,1.851244559122724,0.002531147969708115,-0.026422469456150146,-0.036344387176489315,0.09228267877728433,-0.028309306711427822,-0.034457549921211646
-1.0753507014028056,0.08407159626481406,-0.03146258100069256,1.8561091200248718,0.002479121344475105,-0.026603592452216836,-0.036321569549168285,0.08898211066292847,-0.02849840795693037,-0.03442675404445475
-1.0671342685370742,0.08567729103095306,-0.03153569992517449,1.8606150384928655,0.0024338189087186606,-0.02676550251919334,-0.03630589733115565,0.08653615596210483,-0.028653006551161982,-0.034418393299187
-1.058917835671343,0.08731365317782327,-0.03160217548115267,1.8647133848889108,0.0023971860561328956,-0.02690377714689058,-0.03630057381541476,0.08498398748309653,-0.028771187960491766,-0.03443316300181357
-1.0507014028056114,0.0889812684258623,-0.03166125444508216,1.8683400403694088,0.002371670658739661,-0.027012865370762036,-0.03630964351940228,0.08422654863181916,-0.028855498735720488,-0.034467010154443825
-1.04248496993988,0.09068073368226119,-0.0317119880712577,1.8714099523915995,0.002360435476799178,-0.02708561954890068,-0.036338356593614715,0.08400775170191217,-0.028913520927618466,-0.03451045521489693
-1.0342685370741485,0.09241265725462187,-0.031753473058001344,1.8738390838856491,0.0023665584228267727,-0.027115103781950957,-0.03639184233405173,0.08405256180416161,-0.02895351319974581,-0.03455343291625688
-1.026052104208417,0.09417765906869519,-0.03178634166677255,1.8756858384342847,0.002387093709437962,-0.027107723968552024,-0.036464959364993076,0.08447097640413892,-0.028972443576785613,-0.034600239756759486
-1.0178356713426857,0.09597637089027737,-0.03181162916270473,1.877043474171257,0.0024176614901185505,-0.027073099715262935,-0.03655015861014653,0.08546310224611288,-0.028964681365817282,-0.03465857695959219
-1.009619238476954,0.09780943655134493,-0.03183015979035374,1.877982583232832,0.0024548009643748296,-0.02701883831096488,-0.03664148126974259,0.08709293966340129,-0.028928918831593087,-0.03473140074911439
-1.0014028056112223,0.09967751218050783,-0.03184260196127331,1.878557219145883,0.0024957318452846927,-0.026951057429445622,-0.036734146493101,0.08929558922825916,-0.02886798631611374,-0.03481721760643288
-0.993186372745491,0.10158126643786476,-0.03184950974883073,1.8788094845696228,0.0025382386168310003,-0.026874653475673208,-0.036824366021988256,0.09192839069044435,-0.028787190192563126,-0.03491182930509834
-0.9849699398797596,0.10352138075434403,-0.03185135334160537,1.878772891877978,0.002580588559777244,-0.026793492705525883,-0.03690921397768485,0.09482208846091598,-0.02869263889355419,-0.03501006778965655
-0.9767535070140282,0.10549854957561482,-0.03184854129312864,1.8784748122022679,0.0026214552260899735,-0.026710583462907986,-0.036986499123349295,0.09781543337078812,-0.028590112506696158,-0.03510697007956112
-0.9685370741482968,0.10751348061065784,-0.03184143669942954,1.8779382499917852,0.002659844250622794,-0.026628237763722938,-0.03705463563513615,0.10077223167056072,-0.02848451101569117,-0.03519836238316791
-0.9603206412825652,0.10956689508508306,-0.03183036890147941,1.877183120711451,0.0026950250209443823,-0.026548216922994115,-0.0371125208799647,0.10358604606888276,-0.028379709401724344,-0.035281028401234475
-0.952104208416834,0.11165952799928533,-0.03181564190601964,1.8762271644021262,0.0027264714819312157,-0.026471855996558907,-0.03715942781548037,0.10617820987908498,-0.02827863221706392,-0.03535265159497536
-0.9438877755511024,0.11379212839153145,-0.031797540413940756,1.8750865939804662,0.0027538134791816344,-0.02640016517460381,-0.037194915653277705,0.10849315504807948,-0.02818341524619274,-0.035411665581688775
-0.9356713426853708,0.11596545960607073,-0.03177633411632904,1.8737765516781644,0.0027767984242252674,-0.02633390921251994,-0.03721875902013814,0.11049329469510182,-0.02809558027478026,-0.03545708795787782
