sample_id,index_id,student_t_weight,mahalanobis_energy,weight_raw
-2.05V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-10.cor_curve_43,11,0.0017593760276943032,565.8392845303604,0.8838484105388271
-2.05V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-10r.cor_curve_43,12,2.7584752775792617e-05,36152.431091117636,0.013857606055905082
-2.05V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-10r2.cor_curve_43,13,0.0002617468864871884,3809.10628509266,0.1314923961356742
-2.05V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-10r3.cor_curve_43,14,0.9967851863369894,0.0004941703512960892,500.749691211363
-2.05V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-8.cor_curve_43,15,0.0007292024642248759,1366.6358810712366,0.36632557726206383
-2.05V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-8R2.cor_curve_43,16,1.1266330861049906e-05,88517.92164698613,0.005659806924386308
-2.05V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-9.cor_curve_43,17,0.00042563720096737266,2342.0364030822734,0.21382510482095377
