x_transformed,x_real,student_t_mean_real,student_t_std_real,student_t_upper_real,student_t_lower_real,student_t_std_predictive_real,student_t_upper_predictive_real,student_t_lower_predictive_real,student_t_mean_norm,student_t_std_norm,student_t_upper_norm,student_t_lower_norm,student_t_std_predictive_norm,student_t_upper_predictive_norm,student_t_lower_predictive_norm,sigma_btw_squared,nu
-1.1,0.07943282247242814,-0.0316196685363303,2.9793063514515642e-05,-0.03156127520485274,-0.03167806186780787,4.5249140372483995e-05,-0.03153098185086884,-0.031708355221791766,1.7735041693836646,0.0016710523799765955,1.7767793718646987,1.7702289669026305,0.0025379626930441134,1.7784784848561375,1.7685298539111918,3.648838574658285e-06,1.000005709133732
-1.0897795591182369,0.08132431905650853,-0.03162412660866416,2.8359667604161458e-05,-0.03156854268154648,-0.03167971053578185,4.431849295144548e-05,-0.03153726395863024,-0.031710989258698086,1.773754216592807,0.0015906551544184026,1.77687184340729,1.770636589778324,0.0024857639459401845,1.778626224400918,1.768882208784696,3.648838574658285e-06,1.000005709133732
-1.079559118236473,0.0832608569619369,-0.031626701111035854,2.709854166568927e-05,-0.031573588945337544,-0.031679813276734164,4.3522282009057106e-05,-0.03154139900577311,-0.0317120032162986,1.773898616926575,0.0015199203170993937,1.7768776060074605,1.7709196278456893,0.0024411055579367734,1.7786830959025914,1.7691141379505584,3.648838574658285e-06,1.000005709133732
-1.0693386773547096,0.08524350873658111,-0.03162735467375183,2.6027086227914965e-05,-0.031576342522122595,-0.03167836682538106,4.286335600934811e-05,-0.03154334403971699,-0.03171136530778667,1.7739352743697232,0.0014598238399962829,1.776796476519889,1.7710740722195575,0.002404147295504121,1.7786473164824406,1.7692232322570058,3.648838574658285e-06,1.000005709133732
-1.059118236472946,0.08727337246838893,-0.03162605196361523,2.516073263553022e-05,-0.031576737833824954,-0.03167536609340551,4.234289240977089e-05,-0.03154306141949083,-0.031709042507739635,1.7738622071313332,0.0014112312462285941,1.7766281695477988,1.7710962447148677,0.0023749552006280448,1.7785170337894602,1.7692073804732062,3.648838574658285e-06,1.000005709133732
-1.0488977955911825,0.08935157239356134,-0.031622753093671255,2.4511171826704303e-05,-0.031574712079672045,-0.031670794107670465,4.196016700618601e-05,-0.031540512677553846,-0.03170499350978866,1.7736771780064018,0.00137479826460523,1.7763717330910362,1.7709826229217673,0.0023534886536841085,1.7782899310056464,1.7690644250071572,3.648838574658285e-06,1.000005709133732
-1.038677354709419,0.09147925951920907,-0.03161736070574741,2.4084582630445536e-05,-0.03157015579120906,-0.03166456562028576,4.1712410519551095e-05,-0.03153560588342074,-0.03169911552807408,1.7733747263075523,0.001350871457235011,1.776022385711476,1.7707270669036286,0.0023395923295802044,1.7779602430120356,1.768789209603069,3.648838574658285e-06,1.000005709133732
-1.0284569138276554,0.09365761226083551,-0.03160982485305474,2.387136489834886e-05,-0.031563037837592164,-0.031656611868517315,4.1589663775737837e-05,-0.03152831060992516,-0.031691339096184316,1.7729520505873764,0.0013389123648610507,1.7755762706009595,1.7703278305737933,0.0023327076317953125,1.777524073532157,1.7683800276425958,3.648838574658285e-06,1.000005709133732
-1.018236472945892,0.09588783709499979,-0.03160029194699521,2.3839465711307625e-05,-0.031553567452790365,-0.03164701644120005,4.1571362694400696e-05,-0.03151881357332593,-0.031681770320664486,1.772417362862124,0.001337123182879191,1.7750380761434608,1.7697966495807873,0.00233168114905346,1.7769873739376998,1.7678473517865483,3.648838574658285e-06,1.000005709133732
-1.0080160320641285,0.09817116922752188,-0.031588843065988664,2.3952775614223635e-05,-0.03154189648845502,-0.03163578964352231,4.1636444738884045e-05,-0.03150723713385616,-0.031670448998121166,1.7717752107100058,0.0013434785811030246,1.7744083803429687,1.7691420410770429,0.002335331512342708,1.7763523763661588,1.7671980450538527,3.648838574658285e-06,1.000005709133732
