sample_id,index_id,student_t_weight,mahalanobis_energy,weight_raw
-2.15V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-7.cor_curve_43,18,3.1049800090781804e-06,322067.4749609191,0.0015555698388705875
-2.15V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-7R4.cor_curve_43,19,0.999996895019991,1.3572231822520832e-05,500.99034593113464
