iteration,sigma_btw_squared,nu
0,0.10619982885370927,5.0
1,0.10619982885370927,1.000005709133732
2,0.014434702406716855,1.590061526283957
3,0.011442125920190303,1.5946215734676252
4,0.01031430760414351,1.3715644402823697
5,0.007844496723643214,1.0100740384423292
6,0.0038702461720510027,1.000005709133732
7,0.0007004975135519255,1.000005709133732
8,3.648838574658285e-06,1.000005709133732
9,3.648838574658285e-06,1.000005709133732
10,3.648838574658285e-06,1.000005709133732
