x_transformed,x_real,student_t_mean_real,student_t_std_real,student_t_upper_real,student_t_lower_real,student_t_std_predictive_real,student_t_upper_predictive_real,student_t_lower_predictive_real,student_t_mean_norm,student_t_std_norm,student_t_upper_norm,student_t_lower_norm,student_t_std_predictive_norm,student_t_upper_predictive_norm,student_t_lower_predictive_norm,sigma_btw_squared,nu
-1.1,0.07943282247242814,-0.030729996038681102,5.065450301561856e-05,-0.030630715037115716,-0.03082927704024649,7.409034248535852e-05,-0.03058478163580756,-0.030875210441554644,1.3634152019395451,0.002247417128568917,1.3678200585697786,1.3590103453093116,0.0032872083398348736,1.3698580118953012,1.356972391983789,5.754854919694988e-06,1.000005709133732
-1.0897795591182369,0.08132431905650853,-0.030798997971335017,4.5835890104494266e-05,-0.030709161277530872,-0.030888834665139163,7.088320672422832e-05,-0.03066006943904682,-0.030937926503623214,1.36647664990801,0.002033626990522059,1.370462485567422,1.3624908142485983,0.0031449155245053557,1.3726405710704614,1.3603127287455588,5.754854919694988e-06,1.000005709133732
-1.079559118236473,0.0832608569619369,-0.030861657686255605,4.1443643024028856e-05,-0.030780429638540375,-0.030942885733970835,6.812544106970278e-05,-0.03072813427532808,-0.03099518109718313,1.3692567090972267,0.0018387536676409495,1.3728606000622439,1.3656528181322096,0.003022560168128673,1.3751808181678642,1.3633326000265893,5.754854919694988e-06,1.000005709133732
-1.0693386773547096,0.08524350873658111,-0.030917577362578382,3.764986046782469e-05,-0.03084378499203849,-0.030991369733118276,6.588635797405316e-05,-0.030788442473876725,-0.03104671225128004,1.3717377291627695,0.0016704327604898067,1.3750117172119254,1.3684637411136136,0.0029232174956736598,1.3774671301732673,1.3660083281522717,5.754854919694988e-06,1.000005709133732
-1.059118236472946,0.08727337246838893,-0.030966340379533826,3.466816881227013e-05,-0.03089839201725182,-0.03103428874181583,6.42291374894173e-05,-0.030840453583296498,-0.031092227175771155,1.373901225654139,0.0015381423519403804,1.3769159292670379,1.37088652204124,0.0028496906524266234,1.3794865166999757,1.3683159346083023,5.754854919694988e-06,1.000005709133732
-1.0488977955911825,0.08935157239356134,-0.031007508216461116,3.27289566726214e-05,-0.030943360640131205,-0.031071655792791027,6.320351872100746e-05,-0.03088363159607174,-0.031131384836850493,1.375727742475911,0.0014521042246443423,1.3785738144580122,1.3728816704938096,0.0028041864415414564,1.3812238469072677,1.370231638044554,5.754854919694988e-06,1.000005709133732
-1.038677354709419,0.09147925951920907,-0.031040641263269574,3.2017711109395254e-05,-0.03097788770262775,-0.031103394823911397,6.283815718592568e-05,-0.030917480738330293,-0.031163801788208854,1.3771977751973068,0.0014205479884510817,1.3799819980929817,1.3744135523016319,0.002787976238633931,1.3826621082147827,1.3717334421798308,5.754854919694988e-06,1.000005709133732
-1.0284569138276554,0.09365761226083551,-0.031065607066558868,3.2525359920851726e-05,-0.031001858532529795,-0.03112935560058794,6.309832970704817e-05,-0.03094193661284842,-0.031189277520269315,1.3783054471830243,0.0014430711318291374,1.3811338146285388,1.3754770797375098,0.0027995194607670824,1.3837924045001468,1.3728184898659017,5.754854919694988e-06,1.000005709133732
-1.018236472945892,0.09588783709499979,-0.031082820393436048,3.398165390290417e-05,-0.03101621757565125,-0.031149423211220845,6.386120086418022e-05,-0.030957654739732776,-0.03120798604713932,1.3790691606410657,0.0015076833547244513,1.382024165716416,1.3761141555657153,0.002833366199030433,1.3846224563461784,1.373515864935953,5.754854919694988e-06,1.000005709133732
-1.0080160320641285,0.09817116922752188,-0.031092768501134366,3.6066124310971297e-05,-0.031022080196422917,-0.031163456805845816,6.499434972867138e-05,-0.03096538191646757,-0.031220155085801164,1.379510533990068,0.0016001662381838083,1.382646802186185,1.3763742657939508,0.0028836412588112113,1.3851623670016717,1.3738587009784642,5.754854919694988e-06,1.000005709133732
-0.9977955911823648,0.10050887327759882,-0.031095919679269026,3.849572552394977e-05,-0.031020469443683345,-0.031171369914854707,6.637334598657573e-05,-0.03096583031160192,-0.03122600904693613,1.3796503441015762,0.0017079617362455706,1.38299788759159,1.3763028006115623,0.002944823969641305,1.3854220930228833,1.373878595180269,5.754854919694988e-06,1.000005709133732
