sample_id,index_id,fgpr_weight
-2.15V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-7.cor_curve_43,18,0.28755299925370126
-2.15V_pH1.48_ Na2SO4_ H3Cit_NiFeCoCu_acidB(BWR6)_Au-7R4.cor_curve_43,19,0.7124470007462987
