x_transformed,x_real,fgpr_mean_real,fgpr_std_real,fgpr_upper_real,fgpr_lower_real,fgpr_std_predictive_real,fgpr_upper_predictive_real,fgpr_lower_predictive_real,fgpr_mean_norm,fgpr_std_norm,fgpr_upper_norm,fgpr_lower_norm,fgpr_std_predictive_norm,fgpr_upper_predictive_norm,fgpr_lower_predictive_norm,sigma_btw_squared,nll
-1.1,0.07943282247242814,-0.37597997344682316,0.2235500561973689,0.06217008544192498,-0.8141300323355714,0.6631278227883339,0.9237266763647707,-1.675686623258417,24.55008880672489,14.596984201260836,53.1596521240963,-4.059474510646517,43.29977150223473,109.41608148991874,-60.315903876468965,1661.7982643738799,20913.640012326337
-1.0897795591182369,0.08132431905650853,-0.3980683907179113,0.22284034048301146,0.0386906509314342,-0.8348274323672568,0.6628889040229393,0.9011699869182783,-1.6973067683541008,25.992380002806126,14.550642414342583,54.51111508683853,-2.5263550812262743,43.28417099869126,110.8277962609141,-58.84303625530184,1661.7982643738799,20913.640012326337
-1.079559118236473,0.0832608569619369,-0.42108345032080574,0.22228254106606685,0.01458232456073083,-0.8567492252023423,0.6627015993589701,0.8777878169198677,-1.719954717561479,27.495177484180594,14.514220194571704,55.942526329225075,-0.9521713608638827,43.27194070330557,112.30662280381233,-57.316267835451136,1661.7982643738799,20913.640012326337
-1.0693386773547096,0.08524350873658111,-0.4428887593165324,0.22186047173687318,-0.008050225119194399,-0.8777272935138704,0.6625601487030872,0.8557052697330211,-1.7414827883660857,28.91898276666828,14.486660642877217,57.312315882961485,0.5256496503750689,43.262704503483924,113.71232546729557,-55.87435993395901,1661.7982643738799,20913.640012326337
-1.059118236472946,0.08727337246838893,-0.46007385505698084,0.221562081681706,-0.02582015462111542,-0.8943275554928463,0.6624602914660471,0.8383244574043786,-1.7584721675183403,30.041105369934407,14.467176886106236,58.39625102467296,1.6859597151958567,43.25618419865265,114.82166850792419,-54.73945776805537,1661.7982643738799,20913.640012326337
-1.0488977955911825,0.08935157239356134,-0.4678590774650704,0.22138569267974373,-0.033951093120319964,-0.9017670618098208,0.6624013184267066,0.8304236499631226,-1.7661418048932633,30.54945133247737,14.455659342703582,58.88202301695634,2.2168796479984003,43.25233347931847,115.32246719925759,-54.22356453430284,1661.7982643738799,20913.640012326337
-1.038677354709419,0.09147925951920907,-0.4600545373735866,0.22134040760328708,-0.026235310147728397,-0.8938737645994448,0.6623861847654572,0.8381985286236032,-1.7583076033707763,30.039843997317877,14.452702396251253,58.36662017324607,1.7130678213896857,43.25134530772987,114.81092308337388,-54.73123508873813,1661.7982643738799,20913.640012326337
-1.0284569138276554,0.09365761226083551,-0.434165640167748,0.22141526278798193,-0.0001996994758317605,-0.8681315808596642,0.6624112018418924,0.8641364583982534,-1.7324677387337495,28.34939564794216,14.457590160392131,56.6857516655514,0.013039630332919216,43.25297882943726,113.12367637771261,-56.42488508182829,1661.7982643738799,20913.640012326337
-1.018236472945892,0.09588783709499979,-0.3959001258467466,0.2215574262598173,0.03834445012988413,-0.8301447018233774,0.6624587344590028,0.9024951349368823,-1.6942953866303756,25.850800400425726,14.46687290443468,54.20535026203606,-2.503749461184615,43.25608253190465,110.631164275251,-58.929563474399544,1661.7982643738799,20913.640012326337
-1.0080160320641285,0.09817116922752188,-0.35062622943353317,0.22172213509948016,0.08394116993677214,-0.7851936288038385,0.6625138390427942,0.9478770343497096,-1.649129493216776,22.894583963200894,14.477627776838935,51.270212987381896,-5.481045060980108,43.25968065553164,107.68200003074699,-61.892832104345196,1661.7982643738799,20913.640012326337
-0.9977955911823648,0.10050887327759882,-0.3024770857838557,0.22187995962620186,0.13239964397470122,-0.7373538155424126,0.6625666745421732,0.9961297336752752,-1.6010839052429866,19.750624614167847,14.487933129305919,48.14645175803213,-8.645202529696434,43.26313061641657,104.54480248079646,-65.04355325246077,1661.7982643738799,20913.640012326337
