x_transformed,iter_1
-1.1,1.7609249826179634
-1.0897795591182369,1.7666491323675215
-1.079559118236473,1.7728106502292795
-1.0693386773547096,1.7834789683909602
-1.059118236472946,1.8015991493576329
-1.0488977955911825,1.822993719912806
-1.038677354709419,1.825459745586335
-1.0284569138276554,1.7960082411436682
-1.018236472945892,1.7627560033229384
-1.0080160320641285,1.7371934464318806
-0.9977955911823648,1.7194430346378131
-0.9875751503006012,1.7065305065425607
-0.9773547094188376,1.6958760241003183
-0.9671342685370744,1.686101328831225
-0.9569138276553107,1.6767762139759554
-0.9466933867735472,1.6679677587245365
-0.9364729458917836,1.6599096386517525
-0.92625250501002,1.6528336096654817
-0.9160320641282568,1.6469121432682843
-0.9058116232464932,1.642254912817112
-0.8955911823647296,1.6389221452997216
-0.885370741482966,1.6369375476591412
-0.8751503006012025,1.6362951223753321
-0.864929859719439,1.6369587716181075
-0.8547094188376755,1.63885463777695
-0.8444889779559119,1.6418573987456286
-0.8342685370741485,1.645777034731704
-0.8240480961923848,1.6503654222424813
-0.8138276553106214,1.6553831854698484
-0.8036072144288579,1.660787609701917
-0.7933867735470943,1.6670914496955447
-0.7831663326653309,1.6758341640332555
-0.7729458917835672,1.6898001838403418
-0.7627254509018038,1.7120257255798788
-0.7525050100200402,1.741839221402039
-0.7422845691382767,1.765758961001523
-0.7320641282565132,1.75486142610621
-0.7218436873747496,1.7268697966083715
-0.7116232464929861,1.7035570319689528
-0.7014028056112226,1.6889992882836031
-0.691182364729459,1.6808314299402927
-0.6809619238476956,1.6758948360827364
-0.670741482965932,1.672085894539178
-0.6605210420841685,1.6684240842838505
-0.650300601202405,1.6646061311601674
-0.6400801603206414,1.6606361340499012
-0.629859719438878,1.6567360233536528
-0.6196392785571143,1.6535712283341402
-0.6094188376753509,1.6527076527220181
-0.5991983967935873,1.6569684513407636
-0.5889779559118238,1.669836653194006
-0.5787575150300602,1.6922596109596137
-0.5685370741482968,1.7145945477192535
-0.5583166332665332,1.7070190215817396
-0.5480961923847697,1.674681537403184
-0.5378757515030061,1.6450012694101068
-0.5276553106212426,1.6249480454537903
-0.5174348697394792,1.612651551723414
-0.5072144288577156,1.6046439112440951
-0.496993987975952,1.5987935179980863
-0.4867735470941885,1.5951480937792824
-0.4765531062124249,1.5959685755853013
-0.4663326653306615,1.6049614147985063
-0.456112224448898,1.624425569219772
